"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group D","master's degree","standard","completed","75","93","94"
"male","group A","high school","standard","none","61","64","61"
"female","group B","some college","standard","none","60","56","57"
"male","group D","high school","standard","none","63","44","47"
"female","group C","high school","standard","completed","33","53","52"
"female","group D","some high school","standard","none","46","61","58"
"female","group D","bachelor's degree","standard","completed","85","90","95"
"male","group D","associate's degree","standard","none","89","88","82"
"female","group D","high school","free/reduced","none","67","67","71"
"male","group D","master's degree","standard","completed","66","56","66"
"male","group D","some college","standard","none","77","77","82"
"female","group E","some high school","standard","none","86","89","89"
"male","group E","some high school","free/reduced","none","53","58","47"
"female","group C","associate's degree","standard","completed","60","74","77"
"male","group A","some college","standard","none","76","83","78"
"male","group D","master's degree","standard","none","70","65","63"
"male","group B","some college","standard","completed","72","77","79"
"female","group C","associate's degree","standard","completed","54","74","79"
"female","group B","high school","free/reduced","none","73","79","78"
"female","group D","associate's degree","standard","none","52","56","66"
"male","group C","some college","free/reduced","none","55","58","48"
"female","group C","some high school","standard","none","55","53","52"
"female","group B","high school","standard","none","53","57","59"
"male","group B","high school","standard","none","81","81","80"
"male","group D","some college","standard","completed","87","85","85"
"male","group E","high school","standard","none","73","69","60"
"female","group D","high school","free/reduced","none","56","64","62"
"female","group B","some college","standard","none","67","72","73"
"male","group C","associate's degree","standard","completed","67","72","67"
"female","group D","bachelor's degree","standard","none","74","75","79"
"male","group C","some college","free/reduced","completed","60","59","60"
"male","group A","some college","standard","completed","69","64","64"
"female","group B","some high school","free/reduced","none","32","43","41"
"male","group B","some college","free/reduced","completed","64","71","61"
"female","group D","some college","standard","none","65","76","80"
"female","group B","some college","standard","completed","59","79","76"
"male","group C","associate's degree","free/reduced","none","61","66","64"
"male","group A","some college","free/reduced","completed","66","71","64"
"female","group A","some high school","free/reduced","none","61","77","74"
"male","group A","some high school","free/reduced","completed","62","59","60"
"female","group D","high school","standard","none","66","76","73"
"male","group D","bachelor's degree","standard","none","91","78","78"
"male","group A","some high school","standard","none","58","52","52"
"female","group D","some college","free/reduced","completed","71","82","86"
"male","group E","some high school","standard","none","80","73","64"
"male","group E","some high school","standard","none","60","49","46"
"male","group C","master's degree","standard","none","83","72","81"
"female","group A","some college","standard","none","74","81","81"
"female","group B","associate's degree","free/reduced","none","49","65","59"
"male","group C","associate's degree","free/reduced","none","42","50","47"
"male","group D","high school","standard","none","77","72","74"
"female","group C","high school","free/reduced","none","39","49","46"
"female","group C","some high school","free/reduced","none","37","56","51"
"male","group D","high school","free/reduced","none","47","51","44"
"male","group C","some college","free/reduced","none","78","72","75"
"male","group E","bachelor's degree","standard","none","67","57","60"
"male","group D","master's degree","standard","completed","90","79","91"
"female","group C","some high school","standard","none","58","67","66"
"male","group C","bachelor's degree","standard","none","44","45","39"
"female","group D","some college","free/reduced","none","72","85","86"
"female","group B","some high school","standard","completed","63","76","77"
"female","group C","associate's degree","free/reduced","completed","65","70","77"
"male","group E","high school","standard","completed","99","85","83"
"female","group B","some high school","standard","none","52","62","60"
"female","group A","associate's degree","standard","none","69","79","75"
"male","group C","some college","standard","none","75","75","72"
"female","group E","high school","standard","none","81","83","78"
"male","group D","some college","standard","none","70","74","74"
"male","group D","associate's degree","standard","completed","80","82","82"
"female","group E","some college","free/reduced","none","56","62","59"
"female","group B","high school","free/reduced","none","51","71","59"
"female","group D","some college","standard","completed","65","82","84"
"male","group B","some college","standard","none","70","67","68"
"male","group E","associate's degree","standard","none","92","90","86"
"female","group E","some high school","standard","none","67","76","65"
"male","group C","some high school","standard","completed","79","81","77"
"male","group D","some college","free/reduced","completed","64","60","63"
"female","group D","associate's degree","free/reduced","completed","46","53","55"
"male","group C","some high school","standard","none","84","79","68"
"female","group E","some high school","standard","none","81","73","81"
"female","group C","high school","free/reduced","none","50","61","60"
"male","group D","some college","standard","none","66","61","60"
"female","group D","high school","standard","none","67","77","72"
"male","group D","high school","standard","none","66","56","55"
"female","group B","bachelor's degree","free/reduced","none","49","63","65"
"female","group B","high school","free/reduced","none","46","72","69"
"female","group A","some college","standard","completed","70","84","82"
"male","group E","some high school","free/reduced","none","56","47","44"
"male","group B","high school","standard","completed","63","75","72"
"male","group A","high school","standard","none","77","71","63"
"male","group D","some college","free/reduced","none","62","63","59"
"female","group D","associate's degree","free/reduced","none","70","84","88"
"female","group B","master's degree","standard","completed","74","86","85"
"female","group B","high school","standard","none","42","61","56"
"female","group B","associate's degree","standard","completed","65","77","82"
"male","group D","some college","standard","none","80","75","73"
"female","group C","bachelor's degree","standard","none","43","58","61"
"male","group B","some high school","standard","completed","68","67","64"
"male","group B","some high school","standard","none","72","64","60"
"female","group B","associate's degree","standard","none","54","71","66"
"female","group E","some college","standard","none","69","71","72"
"male","group D","some high school","standard","none","96","78","79"
"female","group B","associate's degree","standard","completed","76","77","84"
"female","group D","some college","free/reduced","completed","61","69","74"
"male","group B","high school","standard","none","70","63","57"
"male","group C","associate's degree","free/reduced","none","41","33","30"
"female","group C","bachelor's degree","free/reduced","completed","49","58","59"
"male","group C","some college","free/reduced","none","49","50","45"
"female","group C","some college","standard","none","55","59","62"
"female","group C","associate's degree","free/reduced","none","73","84","75"
"female","group B","associate's degree","standard","none","55","73","68"
"female","group B","associate's degree","free/reduced","none","49","52","56"
"male","group C","master's degree","standard","none","83","80","79"
"male","group B","some college","standard","completed","92","83","84"
"female","group C","some college","standard","completed","65","70","72"
"male","group C","some high school","free/reduced","none","57","54","56"
"female","group B","master's degree","free/reduced","none","58","67","67"
"female","group C","bachelor's degree","free/reduced","completed","72","94","90"
"male","group C","associate's degree","standard","completed","67","67","70"
"female","group C","some high school","free/reduced","completed","43","56","59"
"female","group C","associate's degree","standard","completed","79","97","99"
"male","group B","some high school","standard","none","88","79","77"
"female","group D","associate's degree","standard","completed","83","91","97"
"female","group D","some college","standard","none","56","72","67"
"female","group A","bachelor's degree","standard","completed","70","81","85"
"female","group B","high school","standard","none","60","68","65"
"male","group A","associate's degree","standard","completed","61","48","54"
"male","group D","some high school","standard","completed","58","66","68"
"female","group B","some high school","standard","none","83","80","79"
"male","group B","bachelor's degree","free/reduced","none","77","73","70"
"male","group B","some college","standard","none","82","76","74"
"male","group B","high school","free/reduced","none","66","69","59"
"male","group D","high school","standard","none","64","50","53"
"male","group E","high school","standard","none","100","95","92"
"female","group C","some college","standard","none","42","57","57"
"female","group D","associate's degree","free/reduced","none","59","76","77"
"female","group C","some college","standard","completed","82","82","86"
"female","group B","master's degree","standard","none","79","91","82"
"male","group B","bachelor's degree","standard","completed","76","75","71"
"male","group B","bachelor's degree","free/reduced","none","61","56","51"
"female","group C","associate's degree","standard","completed","72","87","91"
"female","group E","some college","standard","none","50","63","59"
"male","group A","master's degree","standard","none","80","72","73"
"male","group C","master's degree","standard","none","90","91","84"
"male","group A","some college","standard","none","62","52","50"
"male","group D","bachelor's degree","standard","completed","76","74","74"
"male","group D","associate's degree","standard","completed","85","86","87"
"female","group C","high school","free/reduced","none","57","76","76"
"female","group D","some high school","free/reduced","none","31","43","44"
"female","group B","some college","standard","none","35","51","45"
"male","group D","some high school","free/reduced","completed","71","78","80"
"female","group D","some high school","standard","none","68","76","79"
"male","group D","high school","standard","none","78","69","73"
"male","group D","some college","standard","none","62","69","70"
"male","group B","some college","standard","completed","59","60","55"
"male","group B","some high school","standard","completed","67","72","71"
"female","group B","high school","standard","none","60","76","75"
"male","group A","high school","standard","none","64","67","57"
"male","group B","associate's degree","standard","completed","89","80","71"
"male","group A","associate's degree","free/reduced","completed","67","69","66"
"male","group E","high school","free/reduced","none","74","72","65"
"male","group D","some college","standard","none","70","63","68"
"female","group C","some high school","standard","none","49","60","63"
"female","group B","high school","free/reduced","none","41","46","51"
"male","group C","high school","free/reduced","completed","52","57","56"
"male","group D","high school","standard","completed","93","87","90"
"male","group D","some high school","standard","completed","95","91","96"
"male","group D","high school","free/reduced","none","58","62","57"
"male","group B","some college","standard","none","53","50","46"
"male","group D","high school","standard","none","77","77","67"
"male","group A","high school","standard","completed","72","66","57"
"female","group C","some high school","standard","completed","87","94","100"
"female","group A","some high school","standard","completed","77","100","100"
"female","group B","some college","free/reduced","completed","54","61","65"
"male","group D","some college","standard","none","80","68","69"
"male","group D","bachelor's degree","standard","completed","97","97","100"
"male","group A","bachelor's degree","free/reduced","completed","66","64","63"
"female","group D","some college","free/reduced","none","42","54","53"
"male","group D","bachelor's degree","standard","none","65","53","53"
"male","group D","high school","standard","completed","69","76","73"
"male","group E","associate's degree","standard","completed","100","96","95"
"male","group B","some college","standard","none","70","73","69"
"female","group D","associate's degree","free/reduced","none","61","85","81"
"male","group C","some college","free/reduced","none","37","33","32"
"female","group B","some high school","standard","none","68","81","81"
"female","group D","some college","standard","completed","63","73","79"
"male","group C","some college","standard","none","78","82","81"
"male","group D","bachelor's degree","standard","completed","77","64","64"
"female","group C","associate's degree","standard","completed","70","83","82"
"male","group B","master's degree","standard","none","91","91","88"
"female","group D","associate's degree","standard","completed","70","80","80"
"male","group D","some college","standard","completed","77","77","78"
"female","group C","associate's degree","free/reduced","none","57","64","67"
"female","group B","some college","free/reduced","completed","66","81","82"
"male","group A","some high school","standard","completed","82","75","72"
"male","group D","associate's degree","standard","none","75","62","70"
"female","group D","associate's degree","free/reduced","completed","49","66","74"
"male","group C","high school","standard","none","57","63","50"
"female","group A","high school","standard","none","59","85","77"
"female","group B","some college","standard","completed","84","87","91"
"female","group C","some college","standard","none","46","50","55"
"female","group C","bachelor's degree","standard","none","72","80","76"
"female","group A","bachelor's degree","standard","completed","84","88","92"
"female","group D","high school","free/reduced","none","57","67","71"
"female","group A","some college","standard","none","57","74","60"
"male","group B","some college","standard","none","54","53","50"
"female","group C","bachelor's degree","free/reduced","none","76","83","80"
"male","group B","some high school","standard","none","75","75","65"
"female","group C","some high school","free/reduced","none","52","64","53"
"male","group C","bachelor's degree","standard","none","51","49","47"
"male","group D","some college","standard","completed","87","87","89"
"female","group B","associate's degree","standard","completed","74","86","85"
"female","group A","high school","free/reduced","none","46","66","58"
"male","group D","associate's degree","standard","none","64","61","53"
"male","group D","some high school","standard","completed","83","77","84"
"male","group B","bachelor's degree","standard","completed","44","31","38"
"female","group E","some high school","free/reduced","none","64","60","56"
"male","group A","some high school","standard","none","59","60","52"
"female","group D","master's degree","standard","completed","59","68","72"
"female","group D","some college","standard","completed","87","77","77"
"female","group D","bachelor's degree","free/reduced","none","65","78","83"
"female","group C","some high school","standard","completed","69","92","87"
"male","group C","bachelor's degree","standard","none","82","78","77"
"female","group E","master's degree","free/reduced","completed","56","78","75"
"male","group E","associate's degree","free/reduced","none","43","43","37"
"male","group C","high school","free/reduced","none","50","51","49"
"male","group A","some high school","standard","none","33","31","24"
"female","group B","some high school","free/reduced","completed","50","62","56"
"male","group A","associate's degree","standard","completed","66","62","59"
"female","group E","associate's degree","standard","completed","86","86","90"
"female","group E","bachelor's degree","standard","none","81","86","83"
"male","group C","master's degree","standard","completed","93","76","86"
"male","group A","some college","standard","none","62","50","46"
"male","group B","some high school","standard","none","71","74","64"
"male","group D","associate's degree","free/reduced","completed","72","78","68"
"female","group C","some college","standard","none","42","54","51"
"female","group C","some high school","standard","none","64","72","70"
"female","group E","some college","free/reduced","none","49","44","47"
"male","group C","associate's degree","free/reduced","completed","54","57","54"
"male","group D","some high school","free/reduced","none","68","59","54"
"male","group E","associate's degree","free/reduced","none","77","70","64"
"female","group C","master's degree","standard","none","29","34","30"
"female","group B","some high school","free/reduced","none","36","47","46"
"male","group E","high school","standard","none","71","60","54"
"male","group D","bachelor's degree","free/reduced","none","85","78","79"
"female","group C","high school","standard","none","65","71","69"
"male","group C","bachelor's degree","free/reduced","none","55","58","58"
"female","group A","associate's degree","free/reduced","none","50","53","49"
"male","group C","some college","standard","completed","71","66","68"
"female","group D","bachelor's degree","standard","completed","83","95","97"
"male","group E","associate's degree","standard","completed","96","83","83"
"female","group E","high school","free/reduced","completed","69","82","76"
"female","group E","some college","standard","none","90","86","88"
"female","group D","high school","standard","none","45","53","53"
"male","group A","some college","free/reduced","completed","83","80","76"
"female","group C","some college","standard","none","58","73","68"
"female","group E","some high school","standard","completed","78","88","94"
"male","group D","some high school","standard","none","62","61","55"
"female","group B","master's degree","free/reduced","completed","62","84","84"
"female","group A","high school","standard","none","58","58","54"
"male","group B","some college","standard","none","71","58","63"
"male","group D","some college","free/reduced","completed","87","93","83"
"female","group A","associate's degree","standard","none","51","51","56"
"female","group E","associate's degree","free/reduced","none","75","78","73"
"female","group C","high school","standard","completed","59","59","59"
"female","group D","high school","standard","none","68","75","74"
"female","group C","some college","standard","none","68","78","79"
"female","group B","associate's degree","standard","none","65","66","63"
"female","group B","high school","standard","none","72","90","88"
"female","group C","some high school","standard","none","70","79","74"
"male","group B","high school","standard","none","67","59","64"
"male","group B","bachelor's degree","standard","none","75","74","81"
"female","group A","some high school","free/reduced","completed","46","65","63"
"male","group B","some high school","free/reduced","completed","46","55","45"
"male","group C","some high school","free/reduced","completed","65","60","58"
"male","group B","some college","free/reduced","completed","45","50","50"
"female","group D","high school","standard","none","54","75","68"
"male","group D","some high school","free/reduced","none","67","65","62"
"male","group A","high school","standard","none","80","87","80"
"female","group E","some college","free/reduced","none","72","85","85"
"female","group B","some college","standard","completed","82","92","100"
"male","group B","bachelor's degree","standard","none","82","75","68"
"female","group C","associate's degree","standard","completed","55","61","67"
"male","group D","high school","standard","none","83","74","77"
"male","group E","high school","standard","none","96","73","74"
"male","group B","some high school","free/reduced","none","41","36","30"
"male","group A","high school","free/reduced","none","63","65","54"
"female","group C","high school","standard","none","73","76","66"
"male","group B","some high school","standard","none","90","81","81"
"female","group A","some college","free/reduced","none","31","35","40"
"male","group B","high school","free/reduced","none","45","42","39"
"female","group C","bachelor's degree","free/reduced","none","63","77","77"
"male","group B","high school","standard","completed","89","77","74"
"female","group D","some college","free/reduced","none","74","80","84"
"male","group C","associate's degree","free/reduced","completed","83","81","75"
"female","group B","some college","standard","none","50","54","53"
"female","group A","some college","standard","completed","93","90","93"
"female","group A","bachelor's degree","free/reduced","none","36","53","50"
"female","group D","associate's degree","free/reduced","none","77","93","90"
"male","group C","master's degree","standard","completed","91","91","93"
"female","group C","high school","standard","none","65","79","74"
"female","group B","associate's degree","standard","none","71","70","72"
"female","group C","high school","standard","none","44","58","52"
"female","group D","associate's degree","free/reduced","none","76","88","84"
"male","group D","some high school","standard","none","83","74","79"
"male","group D","high school","standard","none","76","60","63"
"female","group C","high school","standard","completed","64","87","82"
"female","group C","associate's degree","standard","completed","69","73","78"
"female","group D","bachelor's degree","free/reduced","none","75","77","82"
"female","group D","some college","free/reduced","none","38","44","50"
"female","group C","associate's degree","standard","none","30","27","32"
"male","group C","some college","standard","completed","67","64","63"
"female","group E","high school","standard","completed","71","65","76"
"male","group B","some college","standard","none","57","37","36"
"male","group B","some high school","standard","completed","84","79","77"
"male","group B","high school","standard","none","79","70","66"
"male","group C","associate's degree","standard","completed","91","85","81"
"male","group B","some high school","standard","completed","86","85","79"
"male","group B","some high school","free/reduced","none","54","54","57"
"female","group D","associate's degree","standard","none","89","97","98"
"female","group D","some high school","standard","none","72","81","78"
"female","group B","some college","standard","none","68","79","82"
"male","group C","some college","standard","completed","75","77","72"
"male","group D","some college","standard","none","93","90","93"
"female","group B","high school","standard","none","61","65","66"
"female","group D","high school","standard","completed","48","48","45"
"female","group D","some college","standard","none","55","71","71"
"female","group D","some college","free/reduced","completed","51","80","79"
"female","group C","some high school","standard","none","49","53","55"
"male","group B","some college","standard","completed","80","71","67"
"male","group D","some high school","standard","completed","88","86","84"
"male","group D","associate's degree","free/reduced","none","81","84","87"
"male","group A","high school","standard","completed","67","70","66"
"female","group D","associate's degree","standard","none","75","76","82"
"female","group C","some high school","standard","completed","65","67","75"
"female","group D","associate's degree","standard","completed","73","84","88"
"male","group D","high school","standard","none","64","68","56"
"male","group C","bachelor's degree","standard","completed","92","89","88"
"female","group C","associate's degree","standard","none","85","90","90"
"female","group B","high school","free/reduced","none","44","53","53"
"male","group D","some high school","standard","none","78","67","67"
"female","group A","some college","standard","none","67","72","78"
"male","group C","master's degree","standard","none","91","91","96"
"female","group C","some high school","free/reduced","none","44","60","53"
"male","group C","some college","free/reduced","completed","66","67","63"
"male","group B","bachelor's degree","free/reduced","none","58","70","66"
"female","group D","some college","standard","none","90","88","94"
"female","group A","high school","standard","none","44","62","58"
"female","group D","some high school","standard","none","63","67","70"
"female","group C","some high school","standard","none","49","64","61"
"female","group D","bachelor's degree","standard","none","64","74","78"
"female","group C","some high school","free/reduced","none","25","37","34"
"female","group D","some college","free/reduced","none","76","79","77"
"male","group C","some high school","standard","none","77","82","80"
"female","group C","some high school","standard","none","82","79","84"
"male","group D","some college","standard","completed","80","87","84"
"female","group D","master's degree","standard","none","61","67","73"
"male","group B","some college","standard","none","59","64","61"
"female","group B","some high school","free/reduced","completed","60","68","73"
"male","group B","associate's degree","free/reduced","none","55","51","47"
"female","group B","high school","standard","none","53","64","63"
"female","group E","associate's degree","standard","completed","98","100","100"
"male","group D","some high school","standard","none","84","74","74"
"male","group A","some high school","standard","none","59","45","43"
"female","group A","bachelor's degree","standard","none","65","76","74"
"female","group C","some high school","standard","none","64","66","64"
"female","group C","some college","standard","none","39","47","48"
"female","group C","some high school","standard","none","56","70","64"
"male","group B","some high school","free/reduced","none","45","43","39"
"male","group D","associate's degree","free/reduced","none","59","62","62"
"male","group C","high school","free/reduced","completed","73","86","78"
"male","group C","some high school","standard","completed","64","60","61"
"male","group C","high school","standard","none","80","77","67"
"female","group D","some high school","standard","completed","56","65","69"
"female","group D","associate's degree","standard","none","72","81","80"
"male","group C","some high school","standard","none","61","66","60"
"female","group E","some college","free/reduced","none","73","77","80"
"male","group D","associate's degree","standard","none","47","35","39"
"male","group B","bachelor's degree","standard","none","74","68","66"
"male","group C","high school","free/reduced","none","73","70","65"
"female","group C","some college","standard","none","55","66","65"
"male","group D","high school","standard","none","75","67","62"
"male","group C","associate's degree","standard","none","58","59","58"
"male","group D","master's degree","standard","none","77","66","70"
"female","group C","some high school","free/reduced","completed","70","80","84"
"female","group E","master's degree","free/reduced","none","61","72","65"
"female","group C","master's degree","standard","completed","81","92","94"
"female","group D","high school","standard","completed","70","78","85"
"female","group B","master's degree","standard","completed","59","82","84"
"female","group B","associate's degree","standard","completed","82","88","90"
"female","group E","some college","standard","completed","55","57","65"
"male","group D","some college","standard","completed","75","75","68"
"female","group B","some high school","standard","none","54","62","59"
"female","group D","high school","standard","none","78","69","73"
"female","group B","high school","standard","none","60","73","66"
"male","group B","some high school","free/reduced","none","57","54","51"
"male","group C","some high school","free/reduced","none","54","43","43"
"female","group C","high school","standard","none","59","60","61"
"male","group D","bachelor's degree","standard","completed","77","77","82"
"male","group E","some high school","free/reduced","none","82","81","77"
"female","group C","some college","free/reduced","none","22","37","34"
"male","group C","some college","standard","completed","74","70","71"
"male","group E","some college","standard","none","78","79","72"
"male","group B","some high school","standard","none","89","81","79"
"male","group C","some high school","free/reduced","none","54","49","46"
"female","group B","some college","free/reduced","none","54","62","56"
"male","group D","some college","standard","none","92","88","81"
"female","group E","associate's degree","standard","none","75","79","74"
"male","group A","high school","free/reduced","none","53","65","56"
"male","group C","some high school","free/reduced","none","51","44","40"
"male","group D","bachelor's degree","standard","none","74","64","67"
"female","group C","associate's degree","free/reduced","none","50","52","54"
"female","group C","some college","standard","none","79","81","85"
"female","group B","some high school","free/reduced","none","53","63","64"
"female","group D","some college","standard","completed","73","80","83"
"female","group E","high school","free/reduced","none","50","51","56"
"female","group D","high school","standard","completed","86","93","98"
